state,orig_label,map_sym1,map_sym2,UNIT_LINK,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
TN  ,pCg,pCAg,pCAg;15,TNpCAg;15,15,Unaka Mountains,"Great Smoky Group, includes Unnamed Sandstone Unit, Anakeesta Formation, Thunderhead Sandstone, and Elkmont Sandstone",Precambrian,"Great Smoky Group - Characterized by very massive layers of coarse graywacke and arkose. The formations at right have been mapped only in region of the Great Smoky Mountains. Thickness 14,000 to about 25,000 feet; includes Unnamed Sandstone Unit - Gray, coarse sandstone and fine conglomerate, similar to Thunderhead Sandstone. Thickness about 4,500 feet; Anakeesta Formation - Dark-gray, bluish-gray, and black slate with dark-gray interbeds of fine-grained sandstone. Thickness 3,000 to 4,500 feet; Thunderhead Sandstone - Coarse, gray feldspathic sandstone, graywacke, and conglomerate; occurs in massive ledges; graded bedding and blue quartz characteristic. Thickness 5,500 to 6,300 feet; Elkmont Sandstone - Coarse to fine, gray feldspathic sandstone, graywacke, and fine conglomerate; generally finer grained beds in lower part; graded bedding typical. Thickness 1,000 to 8,000 feet. ",,East sheet,TN001,graywacke,arkose,sandstone; conglomerate; slate,TN001 TN002 ,
TN  ,pCm,pCAm,pCAm;15,TNpCAm;15,15,Unaka Mountains,"Mount Rogers Group including Bakersville Gabbro, Beech Granite, Cranberry Granite, and Roan Gneiss",Precambrian,"Mount Rogers Group	 - Metavolcanics, typically purplish and reddish; massive lavas and tuffs, altered rhyolites and quartz latites; strongly foliated; interbedded arkose, shale, and conglomerate. Thickness 1,000 to 3,000 feet; Includes Bakersville Gabbro - Metagabbro, dark, porphyritic; contains diorite, basalt, anorthosite, and diabase; occurs as thin to massive dikes and lenticular masses; Beech Granite - Granite, porphyritic, light-gray to reddish; coarse potash feldspar crystals and clustered interstitial mafics (chloritized biotite and hornblende) give spotted appearance; includes Max Patch Granite; Cranberry Granite - Complex of intertonguing rock types including migmatite, granitic gneisses, monzonite, quartz diorite, greenstone, mica and hornblende schists, abundant granitic pegmatite; and Roan Gneiss - Layered hornblende and garnet gneiss and granitic migmatite with zones of mica schist and amphibolite, foliation commonly contorted; contains numerous granitic and gabbroic dikes. ",,East sheet,TN001,granite,gabbro,gneiss; schist; amphibolite; monzonite; diorite; basalt; anorthosite; migmatite,TN001 TN002 ,
TN  ,pCo,pCAo,pCAo;15,TNpCAo;15,15,Unaka Mountains,"Ocoee Supergroup, including Walden Creek Group, (including Sandsuck Formation, Wilhite Formation, Shields Formation, Licklog Formation), Cades Sandstone, and Rich Butt Sandstone",Precambrian,"Ocoee Supergroup - Terrigenous clastic sedimentary rocks, for the most part poorly sorted and coarse. The groups are subdivided into formations only in the region of the Great Smoky Mountains. Thickness as much as 50,000 feet. Includes Walden Creek Group - The formations, other than the Sandsuck, have been mapped only in the region of the Great Smoky Mountains. Thickness about 8,000 feet; Sandsuck Formation - Olive-green and gray, argillaceous, micaceous shale with coarse feldspathic sandstone and quartz- pebble conglomerate. Thickness about 2,000 feet; Wilhite Formation - Gray to green siltstone and slate with interbeds of pebble conglomerate, sandstone, and quartzite. Thickness about 4,000 feet; Shields Formation - Massive conglomerate, sandstone, argillaceous slate; conglomerate (pebbles of various rock types) characteristic. Thickness about 1,500 feet; Licklog Formation - Feldspathic sandstone, greenish phyllite, and bluish-gray slate. Thickness about 1,500 feet; and the Cades Sandstone - Gray, well-bedded, fine- to medium-grained feldspathic metasandstone, with interbeds of dark slate and metasiltstone; precise stratigraphic position unknown. Thickness about 1,500 feet; and Rich Butt Sandstone - Gray, massive beds of feldspathic, fine- to medium-grained sandstone, with interbeds of dark slate and arkosic conglomerate; exact stratigraphic position unknown. Thickness about 1,500 feet. ",,East sheet,TN001,sandstone,shale,siltstone; conglomerate; slate; phyllite; quartzite,TN001 TN002 ,
TN  ,pCr,pCAr,pCAr;15,TNpCAr;15,15,Unaka Mountains,Roan Gneiss,Precambrian,"Roan Gneiss - Layered hornblende and garnet gneiss and granitic migmatite with zones of mica schist and amphibolite, foliation commonly contorted; contains numerous granitic and gabbroic dikes.",,East sheet,TN001,gneiss,migmatite,mica schist; amphibolite; gabbro; granite,TN001 TN002 ,
TN  ,pCrb,pCArb,pCArb;15,TNpCArb;15,15,Unaka Mountains,Rich Butt Sandstone,Precambrian,"Rich Butt Sandstone - Gray, massive beds of feldspathic, fine- to medium-grained sandstone, with interbeds of dark slate and arkosic conglomerate; exact stratigraphic position unknown. Thickness about 1,500 feet.",,East sheet,TN001,sandstone,slate,conglomerate,TN001 TN002 ,
TN  ,pCs,pCAs,pCAs;15,TNpCAs;15,15,Unaka Mountains,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",Precambrian,"Snowbird Group - The formations at right are applicable chiefly in the area of the Great Smoky Mountains. Thickness 13,000 to about 20,000 feet. Includes Pigeon Siltstone - Laminated, greenish quartzose and feldspathic siltstone; minor fine-grained gray sandstone. Thickness as much as 10,000 feet; Roaring Fork Sandstone - Interbedded massive feldspathic sandstone, greenish siltstone, and greenish phyllite. Maximum thickness 7,000 feet; Metcalf Phyllite - Lustrous, pale-green and silvery sericitic and chloritic phyllite; siltstone interbeds abundant. Thickness uncertain; at least 5,000 feet; Longarm Quartzite - Feldspathic quartzite and arkose, conspicuously light-colored, current bedded and crossbedded. Thickness about 5,000 feet; Wading Branch Formation - Medium- to dark-gray sandy slate to coarse, pebbly feldspathic sandstone and graywacke; basal part is quartz-sericite phyllite; graded bedding common. Thickness about 1,500 feet. ",,East sheet,TN001,siltstone,sandstone,phyllite; quartzite; arkose; slate,TN001 TN002 ,
TN  ,pCw,pCAw,pCAw;11,TNpCAw;11,11,Valley and Ridge and Unaka Mountains,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",Cambrian,"Walden Creek Group - The formations, other than the Sandsuck, are applicable mainly in the region of the Great Smoky Mountains. Thickness about 8,000 feet, Includes Sandsuck Formation - Olive-green and gray, argillaceous, micaceous shale with coarse feldspathic sandstone and quartz- pebble conglomerate. Thickness about 2,000 feet; Wilhite Formation - Gray to green siltstone and slate with interbeds of pebble conglomerate, sandstone, and quartzite. Thickness about 4,000 feet; Shields Formation - Massive conglomerate, sandstone, argillaceous slate; conglomerate (pebbles of various rock types) characteristic. Thickness about 1,500 feet.; Licklog Formation - Feldspathic sandstone, greenish phyllite, and bluish-gray slate. Thickness about 1,500 feet. ",,East-Central sheet,TN001,shale,siltstone,sandstone; conglomerate; slate; quartzite; phyllite,TN001 TN002 ,
TN  ,pCw,pCAw,pCAw;15,TNpCAw;15,15,Unaka Mountains,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",Precambrian,"The formations, other than the Sandsuck, have been mapped only in the region of the Great Smoky Mountains. Thickness about 8,000 feet. Includes Sandsuck Formation - Olive-green and gray, argillaceous, micaceous shale with coarse feldspathic sandstone and quartz- pebble conglomerate. Thickness about 2,000 feet; Wilhite Formation - Gray to green siltstone and slate with interbeds of pebble conglomerate, sandstone, and quartzite. Thickness about 4,000 feet; Shields Formation - Massive conglomerate, sandstone, argillaceous slate; conglomerate (pebbles of various rock types) characteristic. Thickness about 1,500 feet; Licklog Formation - Feldspathic sandstone, greenish phyllite, and bluish-gray slate. Thickness about 1,500 feet. ",,East sheet,TN001,shale,siltstone,sandstone; conglomerate; slate; quartzite; phyllite,TN001 TN002 ,
TN  ,Qal,Qal,Qal;1,TNQal;1,1,Gulf Coastal Plain,Alluvial deposits,Quaternary,"Alluvial Deposits - Sand, silt, clay, and gravel. In flood plain of Mississippi River more than 100 feet thick; in smaller streams generally less than 20 feet thick.",,West sheet,TN001,sand,silt,clay or mud; gravel,TN001 TN002 ,
TN  ,Qal,Qal,Qal;3,TNQal;3,3,Highland Rim and Cumberland Plateau,Alluvial deposits,Quaternary,"Alluvial Deposits - Sand, silt, clay, and gravel. As much as 60 feet thick in flood plains of Tennessee and Cumberland Rivers; in smaller streams generally less than 20 feet thick.",,West-Central sheet,TN001,sand,silt,clay or mud; gravel,TN001 TN002 ,
TN  ,Qal,Qal,Qal;8,TNQal;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Alluvial deposits,Quaternary,"Alluvial Deposits - Sand, silt, clay and gravel. Mapped only in valley of Cumberland River and in Elk Valley. Thickness generally less than 30 feet.",,East-Central sheet,TN001,sand,silt,clay or mud; gravel,TN001 TN002 ,
TN  ,Ql,Ql,Ql;1,TNQl;1,1,Gulf Coastal Plain,Loess,Quaternary,"Loess - Clayey and sandy silt, gray to brown, massive. Maximum thickness about 100 feet along bluffs of Mississippi River; thins eastward. (Minimum mapped thickness 4 feet.)",,West sheet,TN001,silt,,,TN001 TN002 ,
TN  ,QT,QT,QT;1,TNQT;1,1,Gulf Coastal Plain,High-level alluvial deposits,Quaternary-Tertiary,"High-level Alluvial Deposits	- Iron-stained gravel, sand, silt, and clay; variable in thickness but generally less then 60 feet thick.",,West sheet,TN001,gravel,sand,silt; clay or mud,TN001 TN002 ,
TN  ,QT,QT,QT;3,TNQT;3,3,Highland Rim and Cumberland Plateau,High-Level Alluvial Deposits,Quaternary-Tertiary,"High-Level Alluvial Deposits	 - Iron-stained gravel, sand, silt, and clay; variable in thickness but generally less than 60 feet thick.",,West-Central sheet,TN001,gravel,sand,silt; clay or mud,TN001 TN002 ,
TN  ,S,S,S;2,TNS;2,2,Western Valley of Tennessee River,"Silurian Formations, including Decatur Limestone, Brownsport Group (Lobelville Formation, Bob Limestone, Beech River Formation), Wayne Group (Dixon Formation, Lego Formation, Waldron Shale, Laurel Limestone, Osgood Formation) and Brassfield Limestone",Silurian,"Silurian Formations - A complete section of Silurian formations is not common because of pre-Chattanooga and/or pre- Cretaceous erosion. Where preserved, Silurian formations are remarkably uniform in thickness and are characteristically light olive-gray to greenish-gray with variable reddish-brown color in some area;. Decatur Limestone - Thick-bedded, medium- to coarse-grained limestone, gray with reddish-brown grains. Thickness 0 to 70 feet; Brownsport Group which includes 1) Lobelville Formation - Shale with thin beds of limestone. Thickness 0 to 40 feet; 2) Bob Limestone - Thick-bedded, medium-grained limestone, locally oolitic. Thickness 0 to 25 feet; and 3) Beech River Formation - Shale with thin beds of limestone. Thickness 0 to 60 feet; Wayne Group which includes: 1) Dixon Formation - Green and reddish-brown argillaceous limestone, shale, and mudstone. Thickness 0 to 40 feet; 2) Lego Limestone - Even-bedded, olive-gray limestone with scattered reddish-brown grains. Thickness 0 to 30 feet; 3) Waldron Shale - Greenish-gray fossiliferous shale. Thickness 0 to 5 feet; 4) Laurel Limestone - Even-bedded, gray limestone with scattered reddish-brown grains. Thickness 0 to 30 feet; 5) Osgood Formation - Greenish- and reddish-gray shale and argillaceous limestone. Thickness 0 to 15 feet.; and Brassfield Limestone - Thin-bedded cherty limestone, locally glauconitic. Thickness 0 to 20 feet. ",,West sheet,TN001,limestone,shale,mudstone,TN001 TN002 ,
TN  ,S,S,S;4,TNS;4,4,Central Basin and Western Valley of Tennessee River,"Silurian Formations, including Decatur Limestone, Brownsport Group (Lobelville Formation, Bob Limestone, Beech River Formation), Wayne Group (Dixon Formation, Lego Formation, Waldron Shale, Laurel Limestone, Osgood Formation) and Brassfield Limestone",Silurian,"Silurian Formations - Characteristically light olive-gray to greenish-gray, with variable reddish-brown color in some areas. Individual formations are generally uniform in thickness, except where truncated by pre- Chattanooga erosion. Most formations are slightly thicker (than indicated) in Wells Creek Basin. Includes Decatur Limestone- Thick-bedded, medium- to coarse-grained limestone, gray with reddish-brown grains. Thickness 0 to 70 feet; Brownsport Group ( which includes Lobelville Formation - Shale with thin beds of limestone. Thickness 0 to 30 feet; Bob Limestone - Thick-bedded, medium-grained limestone, locally oolitic. Thickness 0 to 25 feet; and Beech River Formation - Shale with thin beds of limestone. Thickness 0 to 60 feet); Wayne Group (which includes Dixon Formation - Green and reddish-brown argillaceous limestone, shale, and mudstone. Thickness 0 to 40 feet; Lego Limestone - Even-bedded, olive-gray limestone with scattered reddish-brown grains. Thickness 0 to 30 feet; Waldron Shale - Greenish-gray fossiliferous shale. Thickness 0 to 5 feet; Laurel Limestone - Even-bedded, olive-gray limestone with scattered reddish-brown grains. Thickness 0 to 30 feet; Osgood Formation - Greenish- and reddish-gray shale and argillaceous limestone. Thickness 0 to 15 feet); and Brassfield Limestone - Thin-bedded cherty limestone, locally glauconitic. Thickness 0 to 50 feet; generally about 20 feet. ",,West-Central sheet,TN001,limestone,shale,mudstone,TN001 TN002 ,
TN  ,S,S,S;8,TNS;8,8,"Cumberland Plateau, Highland Rim, and Central Basin","Laurel Limestone, Osgood Formation, and Brassfield Formation",Silurian,"Laurel Limestone - Dolomitic limestone, mottled yellowish-gray to yellowish-green, fine-grained. Thickness 0 to 10 feet. (Present only in Macon County); Osgood Formation - Grayish-green shale. Thickness 0 to 10 feet. (Present only in Macon County.); and Brassfield Formation - Olive-gray, fine-grained cherty limestone to the north, merging into olive-gray calcareous shale to the south. Thickness 60 to 130 feet. (Present only in Sequatchie Valley.) ",,East-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Sr,Sr,Sr;10,TNSr;10,10,Cumberland Plateau and Valley and Ridge,Rockwood Formation,Silurian,"Rockwood Formation - Brown to maroon shale, thin gray siltstone and sandstone, and thin lenticular layers of oolitic and fossiliferous red hematite. Thickness 200 to 800 feet.",,East-Central sheet,TN001,shale,siltstone,sandstone,TN001 TN002 ,
TN  ,Sr,Sr,Sr;12,TNSr;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Rockwood Formation,Silurian,"Rockwood Formation - Brown to maroon shale, thin gray siltstone and sandstone, and thin lenticular layers of oolitic and fossiliferous red hematite. Thickness 350 to 550 feet.",,East sheet,TN001,shale,siltstone,sandstone,TN001 TN002 ,
TN  ,Src,Src,Src;10,TNSrc;10,10,Cumberland Plateau and Valley and Ridge,Rockwood Formation and Clinch Sandstone,Silurian,"Rockwood Formation - Brown to maroon shale, thin gray siltstone and sandstone, and thin lenticular layers of oolitic and fossiliferous red hematite. Thickness 200 to 800 feet; and Clinch Sandstone - Clean, white, well-sorted sandstone; locally gray siltstone and shale. Combined Rockwood and Clinch thicknesses about 700 feet. ",,East-Central sheet,TN001,sandstone,shale,siltstone,TN001 TN002 ,
TN  ,Src,Src,Src;12,TNSrc;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Rockwood Formation and Clinch Sandstone,Silurian,"Rockwood Formation - Brown to maroon shale, thin gray siltstone and sandstone, and thin lenticular layers of oolitic and fossiliferous red hematite. Thickness 350 to 550 feet; Clinch Sandstone - Clean, white, well-sorted sandstone; locally gray siltstone and shale. Average thickness about 600 feet. ",,East sheet,TN001,shale,siltstone,sandstone,TN001 TN002 ,
TN  ,Tcw,Tcw,Tcw;1,TNTcw;1,1,Guld Coastal Plain,Claiborne and Wilcox Formation,Tertiary,"Claiborne and Wilcox Formations -- Irregularly bedded sand, locally interbedded with lenses and beds of gray to white clay, silty clay, lignitic clay, and lignite. Thickness more than 400 feet.",,West sheet,TN001,sand,clay or mud,lignite,TN001 TN002 ,
TN  ,Obh,Obh,Obh;8,TNObh;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Bigby-Cannon Limestone and Hermitage Formation,Ordovician,"Bigby-Cannon Limestone - Dark- to light-gray, dense to medium-grained, medium- and even-bedded limestone. Thickness 80 to 150 feet; and Hermitage Formation - Gray, fine-grained, thin-bedded to laminated, sandy and argillaceous limestone; shale, weathers yellowish-brown; and nodular, shaly limestone. Thickness 50 to 100 feet. ",,East-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Tj,Tj,Tj;1,TNTj;1,1,Gulf Coastal Plain,Jackson (?) Formation,Tertiary,"Jackson (?) Formation	 - Sand, with layers of gray clay, silt, and lignite. Exposed only in bluffs along Mississippi River; thickness at least 60 feet.",,West sheet,TN001,sand,clay or mud,silt; lignite,TN001 TN002 ,
TN  ,Tm,Tm,Tm;1,TNTm;1,1,Guld Coastal Plain,Midway Group including Porters Creek Clay and Clayton Formation,Tertiary,"Midway Group - includes Porters Creek Clay - Pale-brown to brownish-gray, massive, blocky clay; locally contains glauconitic sand. Thickness 130 to 170 feet. Also includes Clayton Formation- Glauconitic sand, argillaceous and locally fossiliferous; at base in Hardeman County is an impure fossiliferous limestone. Thickness 30 to 70 feet. ",,West sheet,TN001,clay or mud,sand,limestone,TN001 TN002 ,
TN  ,Oma,Oma,Oma;10,TNOma;10,10,Cumberland Plateau and Valley and Ridge,Mascot Dolomite,Ordovician,"Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet.",,East-Central sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,pCss,pCAss,pCAss;11,TNpCAss;11,11,Valley and Ridge and Unaka Mountains,Walden Creek Group; Sandsuck Formation,Precambrian,"Wladen Creek Group; Sandsuck Formation - Olive-green and gray, argillaceous, micaceous shale with coarse feldspathic sandstone and quartz- pebble conglomerate. Thickness about 2,000 feet.",,East-Central sheet,TN001,shale,sandstone,conglomerate,TN001 TN002 ,
